-13280226.666666666,-7325143.333333333,-13400270.0,-4800076.666666667
-23928268.0,-13280166.0,-24280314.0,-8320084.0
-33660288.333333336,-18950177.0,-34300335.666666664,-11600087.333333334
-59640367.666666664,-33375219.0,-61200420.333333336,-18900098.666666668
